   valid_time    lat       lon      min_slp    trk_err
0  2022072000  19.75 -117.1875   993.269766  19.217958
1  2022072006  20.50 -118.4375   996.253203  21.260175
2  2022072012  21.25 -119.6875   996.886875  31.238167
3  2022072018  21.75 -121.2500  1001.087422  28.698580
4  2022072100  22.00 -122.5000  1003.253125  21.183234
5  2022072106  22.25 -124.0625  1007.823594  17.151296
6  2022072112  22.25 -125.3125  1007.399063  27.249216
7  2022072118  22.25 -126.5625  1010.692188  31.398816
