   valid_time    lat       lon      min_slp    trk_err
0  2022062400  16.75 -107.5000   999.693906  19.465196
1  2022062406  17.00 -108.1250  1000.552188   6.173832
2  2022062412  17.50 -109.0625   998.811094  33.584916
3  2022062418  17.50 -110.0000   999.939844  80.365780
4  2022062500  17.00 -110.6250   997.808437  84.070799
5  2022062506  17.00 -110.6250   999.062188  71.788697
6  2022062512  17.25 -110.6250   997.232969  64.346706
7  2022062518  17.75 -110.6250   997.562188  55.719996
