   valid_time    lat       lon      min_slp    trk_err
0  2022071400  15.50 -137.1875  1005.350469  19.048454
1  2022071406  16.00 -138.7500  1007.284922   8.657881
2  2022071412  16.25 -140.0000  1008.480234  18.923376
3  2022071418  16.75 -141.5625  1008.799609  12.975042
4  2022071500  16.75 -143.1250  1009.861641  46.025785
5  2022071506  17.00 -144.3750  1011.667344  28.734762
6  2022071512  17.25 -145.9375  1010.719219  34.264852
7  2022071518  17.25 -147.5000  1013.148281  45.275765
